,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0504',)]",0,0.0008005986633722065,0.8021526336669922,0.8024564981460571
1,"[('0137',)]",1,0.9995174088290066,0.8031829595565796,
2,"[('0342',)]",0,8.887291106895402e-05,0.8027240037918091,
3,"[('0544',)]",1,0.9999509255544373,0.8028347492218018,
4,"[('0828',)]",1,0.9998366846509035,0.8029264807701111,
5,"[('0642',)]",0,7.929512867305171e-05,0.8027316927909851,
6,"[('0204',)]",0,8.590305606247268e-05,0.8027263879776001,
7,"[('0248',)]",1,0.9998814425963908,0.8028905391693115,
8,"[('0084',)]",0,0.00032319447108033155,0.802535891532898,
9,"[('0472',)]",1,0.9997094099083873,0.8030287027359009,
10,"[('0129',)]",0,0.00018190361914698192,0.8026493191719055,
11,"[('0020',)]",0,0.0005806809001422634,0.8023291826248169,
12,"[('0096',)]",0,0.00011396818587372133,0.802703857421875,
13,"[('0939',)]",0,0.00068863512962786,0.8022425174713135,
14,"[('0660',)]",0,0.0002294212992506833,0.8026111721992493,
15,"[('0244',)]",1,0.9942746423580054,0.8074181079864502,
16,"[('0683',)]",0,0.00024078099465047443,0.8026020526885986,
17,"[('0606',)]",0,0.00018710086540832426,0.8026451468467712,
18,"[('0184',)]",0,0.00029757947164943,0.8025564551353455,
19,"[('0461',)]",1,0.9998237701677932,0.802936851978302,
20,"[('0495',)]",0,0.00044495852634606636,0.8024381399154663,
21,"[('0455',)]",0,6.830666514907076e-05,0.8027405142784119,
22,"[('0764',)]",0,5.657573787346948e-05,0.8027499318122864,
23,"[('0272',)]",0,0.0005696924366182826,0.8023380041122437,
24,"[('0482',)]",0,0.0003809581509563935,0.8024895191192627,
25,"[('0766',)]",0,6.377763626418672e-05,0.8027441501617432,
26,"[('0441',)]",0,0.0006785376226058236,0.8022506237030029,
27,"[('0653',)]",1,0.9989854883596323,0.803610622882843,
28,"[('0770',)]",1,0.9999095018593321,0.8028680086135864,
29,"[('0799',)]",0,2.3833086427012733e-05,0.8027762174606323,
30,"[('0067',)]",0,0.0003704151656833848,0.8024979829788208,
31,"[('0053',)]",0,0.0004223876282968082,0.802456259727478,
32,"[('0537',)]",0,0.00024389934240727983,0.8025995492935181,
33,"[('0915',)]",0,0.00034116209386954365,0.8025214672088623,
34,"[('0800',)]",1,0.9999899768398178,0.8028033971786499,
35,"[('0238',)]",0,0.0007075679552941786,0.8022273182868958,
36,"[('0103',)]",0,0.00015836751822061732,0.8026682138442993,
37,"[('0221',)]",0,0.0005626390309778894,0.8023436665534973,
38,"[('0430',)]",0,0.00029950987740364285,0.8025549054145813,
39,"[('0883',)]",1,0.9997104487546995,0.803027868270874,
40,"[('0418',)]",1,0.9920316603490529,0.8092436790466309,
41,"[('0106',)]",1,0.9989071752345068,0.8036736249923706,
42,"[('0698',)]",0,0.0007316237808466774,0.8022080063819885,
43,"[('0825',)]",1,0.9999032663314718,0.8028730154037476,
44,"[('0985',)]",0,0.0003151016161876699,0.8025423884391785,
45,"[('0685',)]",0,0.0005187594232571276,0.8023788928985596,
46,"[('0144',)]",0,0.00012718404065256326,0.802693247795105,
47,"[('0043',)]",0,4.150372371557669e-05,0.8027620315551758,
48,"[('0331',)]",0,0.0009785672246356006,0.8020097613334656,
49,"[('0432',)]",1,0.9995942597589546,0.8031212091445923,
50,"[('0667',)]",0,0.00014975493870182142,0.8026751279830933,
51,"[('0986',)]",0,0.00017291980775237587,0.8026565313339233,
52,"[('0663',)]",0,0.00039580742598880025,0.8024775981903076,
53,"[('0916',)]",1,0.9998449233747762,0.802919864654541,
54,"[('0186',)]",1,0.9999347416951568,0.8028477430343628,
55,"[('0037',)]",0,9.050633132251875e-05,0.802722692489624,
56,"[('0306',)]",0,0.00018524470602927342,0.8026466369628906,
57,"[('0813',)]",1,0.9998643702704978,0.8029042482376099,
58,"[('0378',)]",1,0.9995945565035942,0.8031209707260132,
59,"[('0509',)]",0,0.0006036972764424938,0.8023107051849365,
60,"[('0411',)]",0,0.00022704541524549824,0.8026130795478821,
61,"[('0650',)]",0,9.57035775838611e-05,0.8027185201644897,
62,"[('0980',)]",0,0.00015792203996964512,0.802668571472168,
63,"[('0270',)]",1,0.9999132135199824,0.8028650283813477,
64,"[('0928',)]",1,0.9998957689545158,0.8028790354728699,
65,"[('0960',)]",0,0.0003555658906509781,0.8025099039077759,
66,"[('0313',)]",0,0.0004048654837585683,0.802470326423645,
67,"[('0610',)]",0,0.0005473442776945105,0.802355945110321,
68,"[('0154',)]",0,0.00035460068777387165,0.802510678768158,
69,"[('0243',)]",0,0.000490768539821041,0.8024013638496399,
70,"[('0095',)]",1,0.9998578384043575,0.8029094934463501,
71,"[('0311',)]",1,0.9998204302695625,0.8029395341873169,
72,"[('0773',)]",0,0.0004990098874640267,0.8023947477340698,
73,"[('0496',)]",0,0.0006157251892187432,0.8023010492324829,
74,"[('0336',)]",0,0.00040620191851148494,0.8024692535400391,
75,"[('0789',)]",1,0.9997324876459247,0.8030101656913757,
76,"[('0487',)]",0,0.0004920307281987956,0.8024003505706787,
77,"[('0416',)]",0,0.0005889964941604112,0.802322506904602,
78,"[('0009',)]",1,0.9929205226919102,0.8085192441940308,
79,"[('0552',)]",0,0.00018479922777830122,0.8026469945907593,
80,"[('0371',)]",1,0.9999197461096537,0.8028597831726074,
81,"[('0627',)]",0,0.0007132106798064931,0.8022227883338928,
82,"[('0907',)]",1,0.9998020241196531,0.8029543161392212,
83,"[('0100',)]",0,0.00019296632904612488,0.802640438079834,
84,"[('0756',)]",1,0.9996156258233542,0.803104043006897,
85,"[('0256',)]",0,0.00023365334263491922,0.8026077747344971,
86,"[('0532',)]",0,0.00022682267612001214,0.8026132583618164,
87,"[('0139',)]",1,0.9999945057984244,0.8027997612953186,
88,"[('0249',)]",0,0.0002804285589870003,0.8025702238082886,
89,"[('0339',)]",0,0.0005456366110657838,0.8023573160171509,
90,"[('0182',)]",0,0.00046775216352081065,0.8024198412895203,
91,"[('0071',)]",1,0.9997111165856118,0.803027331829071,
92,"[('0335',)]",0,0.0006470571595371214,0.8022758960723877,
93,"[('0959',)]",0,0.00014604261994371977,0.802678108215332,
94,"[('0097',)]",1,0.9948471876211367,0.8069534301757812,
95,"[('0814',)]",0,2.9030332688355073e-05,0.802772045135498,
96,"[('0281',)]",0,0.00039699536799139276,0.8024766445159912,
97,"[('0387',)]",1,0.9998161255447569,0.8029429912567139,
98,"[('0222',)]",0,0.0002431568786556595,0.8026001453399658,
99,"[('0584',)]",0,0.00027968609523537993,0.8025708198547363,
