,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0005',)]",0,0.0002824188779865047,0.7954356670379639,0.7955260276794434
1,"[('0001',)]",0,0.00022308843995857058,0.795482873916626,
2,"[('0008',)]",0,0.00039089169902747526,0.7953493595123291,
3,"[('0006',)]",1,0.9997431921389384,0.7958647608757019,
4,"[('0002',)]",0,9.888406337989024e-05,0.7955816984176636,
5,"[('0007',)]",1,0.9984411144872087,0.7969026565551758,
6,"[('0004',)]",0,4.419817984404185e-05,0.7956252098083496,
7,"[('0009',)]",0,0.00046745193597766296,0.7952884435653687,
8,"[('0010',)]",0,0.00020016531617505056,0.7955011129379272,
9,"[('0003',)]",0,0.0001688520294380853,0.7955260276794434,
