,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0996',)]",0,0.005068390974120238,0.798556923866272,0.8006187677383423
1,"[('0992',)]",0,0.0023349501686196123,0.8007508516311646,
2,"[('0995',)]",0,0.0012118095811823304,0.8016523122787476,
3,"[('0990',)]",1,0.9985586473041765,0.8037834763526917,
4,"[('0997',)]",1,0.9932384199366815,0.8080888986587524,
5,"[('0998',)]",1,0.9989406600489077,0.803476095199585,
6,"[('0999',)]",0,0.004583756256213885,0.7989459037780762,
7,"[('0991',)]",1,0.9880860082690437,0.8123027086257935,
8,"[('0994',)]",0,0.000754948903192767,0.8020190000534058,
9,"[('0993',)]",0,0.0024995150682335385,0.8006187677383423,
