,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0088',)]",0,0.00025447679218698914,0.8106781244277954,0.8106192350387573
1,"[('0385',)]",1,0.9984332584847552,0.8121569156646729,
2,"[('0348',)]",1,0.9994196418470258,0.8113553524017334,
3,"[('0288',)]",0,0.00025712299799829233,0.8106759786605835,
4,"[('0766',)]",0,0.00021081439630048665,0.810713529586792,
5,"[('0436',)]",0,0.0010381212409176336,0.810042679309845,
6,"[('0339',)]",0,0.0009002980215789264,0.8101544380187988,
7,"[('0005',)]",0,0.0005315933452040165,0.8104534149169922,
8,"[('0077',)]",0,0.00048381462916659805,0.8104921579360962,
9,"[('0153',)]",0,0.0013253080771610092,0.8098098039627075,
10,"[('0119',)]",0,0.00022397191964002193,0.8107028603553772,
11,"[('0745',)]",0,0.00016053648588572623,0.8107542991638184,
12,"[('0030',)]",0,0.001198437209652418,0.8099126815795898,
13,"[('0905',)]",0,0.0015716992404801275,0.8096100091934204,
14,"[('0138',)]",0,0.0006985983341840395,0.8103179931640625,
15,"[('0759',)]",0,9.320524913145644e-05,0.8108088970184326,
16,"[('0401',)]",0,0.0003185737773941106,0.8106261491775513,
17,"[('0925',)]",1,0.998178764045389,0.8123639822006226,
18,"[('0115',)]",0,0.0008788343522205783,0.8101718425750732,
19,"[('0709',)]",0,0.001377791159085189,0.8097672462463379,
20,"[('0629',)]",0,9.188214622580486e-05,0.8108099699020386,
21,"[('0340',)]",0,0.0011769000345770893,0.809930145740509,
22,"[('0079',)]",0,0.0009472681747295578,0.8101163506507874,
23,"[('0259',)]",0,0.0011075841434643422,0.8099863529205322,
24,"[('0432',)]",1,0.9998339046718647,0.8110191822052002,
25,"[('0757',)]",0,0.00016626993181021647,0.8107496500015259,
26,"[('0623',)]",0,0.0004161893695444057,0.8105469942092896,
27,"[('0910',)]",0,0.0013050204992743515,0.8098262548446655,
28,"[('0878',)]",1,0.9986331942646424,0.8119943141937256,
29,"[('0613',)]",0,0.0008031234637305151,0.8102332353591919,
30,"[('0618',)]",0,0.00025947518094167295,0.8106740713119507,
31,"[('0158',)]",0,0.0010480445127100206,0.8100346326828003,
32,"[('0522',)]",1,0.9990228886103296,0.8116775751113892,
33,"[('0309',)]",0,0.0013769090904814213,0.8097679615020752,
34,"[('0449',)]",1,0.9995155381193034,0.8112775087356567,
35,"[('0666',)]",0,0.0009648360410879316,0.810102105140686,
36,"[('0749',)]",1,0.9998737331235648,0.8109868764877319,
37,"[('0978',)]",0,0.001378232193387073,0.8097668886184692,
38,"[('0128',)]",0,0.0012425406398408043,0.8098769187927246,
