,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0006',)]",1,0.9994833957382913,0.7977218627929688,0.797309398651123
1,"[('0003',)]",1,0.9992991195291805,0.7978689670562744,
2,"[('0008',)]",0,0.000379019003130682,0.7970075607299805,
3,"[('0001',)]",1,0.9989007090318466,0.7981871962547302,
4,"[('0004',)]",1,0.9986601301944031,0.7983794808387756,
5,"[('0002',)]",1,0.999656160389931,0.7975839972496033,
6,"[('0005',)]",0,7.258924103350932e-05,0.7972518801689148,
7,"[('0009',)]",0,0.0005002751812525688,0.7969108819961548,
8,"[('0000',)]",1,0.999544188939513,0.7976733446121216,
9,"[('0007',)]",0,4.4854319897122134e-07,0.797309398651123,
