,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0997',)]",0,0.0007710347902220889,1.4053980112075806,1.0554373264312744
1,"[('0998',)]",0,0.30186007799342796,0.9819215536117554,
2,"[('0990',)]",0,0.08108443242024574,1.2924386262893677,
3,"[('0999',)]",1,0.4482042813155467,3.1380388736724854,
4,"[('0991',)]",0,0.1427233114914442,1.2057446241378784,
5,"[('0993',)]",0,0.12779641020034022,1.2267390489578247,
6,"[('0996',)]",1,0.9458394760955361,1.4870202541351318,
7,"[('0994',)]",0,0.02955605110171438,1.3649123907089233,
8,"[('0995',)]",0,0.3255553916919455,0.9485945105552673,
9,"[('0992',)]",0,0.24959083539081048,1.0554373264312744,
