,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0585',)]",0,0.0003410798841784857,0.8018414974212646,0.801840603351593
1,"[('0222',)]",0,0.00042296878011850557,0.8017758131027222,
2,"[('0276',)]",1,0.9997884117703085,0.802284836769104,
3,"[('0194',)]",0,0.00034583568212781534,0.801837682723999,
4,"[('0055',)]",0,0.0001437142692813053,0.8019998073577881,
5,"[('0173',)]",0,0.0003922047121337794,0.8018004894256592,
6,"[('0910',)]",1,0.9935953937396051,0.8072854280471802,
7,"[('0609',)]",0,0.0004326289947030814,0.8017680644989014,
8,"[('0988',)]",0,0.00034345778315315054,0.8018395900726318,
9,"[('0102',)]",0,0.0004127140907902635,0.8017840385437012,
10,"[('0164',)]",0,0.0002692970588807913,0.8018990755081177,
11,"[('0438',)]",0,0.00040431713503597834,0.8017907738685608,
12,"[('0371',)]",1,0.9994959909519012,0.8025195598602295,
13,"[('0621',)]",0,0.00019008329928726935,0.8019626140594482,
14,"[('0041',)]",0,3.849223965238684e-05,0.80208420753479,
15,"[('0865',)]",0,0.00030347935664159814,0.801871657371521,
16,"[('0523',)]",0,0.00011726014318815914,0.8020210266113281,
17,"[('0131',)]",0,0.00039198178410490455,0.8018006682395935,
18,"[('0313',)]",0,0.00042096242785863214,0.8017774224281311,
19,"[('0737',)]",0,0.00047795769390762964,0.8017317056655884,
20,"[('0506',)]",0,0.00037719422485620773,0.8018125295639038,
21,"[('0721',)]",0,0.0003734787577082939,0.8018155097961426,
22,"[('0104',)]",0,0.0003284472958755788,0.8018516302108765,
23,"[('0905',)]",0,0.0002733097634005382,0.8018958568572998,
24,"[('0334',)]",1,0.9995926535619564,0.8024419546127319,
25,"[('0935',)]",0,0.0002890633441076927,0.8018832206726074,
26,"[('0128',)]",1,0.9998118841378655,0.802266001701355,
27,"[('0413',)]",0,0.0004418433532299076,0.8017606735229492,
28,"[('0021',)]",0,0.0004032024948916042,0.8017916679382324,
29,"[('0892',)]",1,0.9999325316688767,0.8021692037582397,
30,"[('0901',)]",0,0.0003450182793552743,0.8018383383750916,
31,"[('0556',)]",0,0.00044541020169190486,0.8017578125,
32,"[('0132',)]",0,0.0002747959502597037,0.8018946647644043,
33,"[('0813',)]",0,0.00035802241437297256,0.8018279075622559,
34,"[('0474',)]",0,0.0003798693612027056,0.8018103837966919,
35,"[('0376',)]",0,0.00021401090771983416,0.8019434213638306,
36,"[('0049',)]",0,0.0003587655078025553,0.8018273115158081,
37,"[('0240',)]",0,0.00042118535588750694,0.8017772436141968,
38,"[('0989',)]",0,0.00044674776986515383,0.801756739616394,
39,"[('0627',)]",0,0.0004403571663707421,0.8017618656158447,
40,"[('0584',)]",0,0.00031016719750784295,0.8018662929534912,
41,"[('0885',)]",1,0.9986290911692218,0.8032162189483643,
42,"[('0822',)]",1,0.999724982467818,0.8023357391357422,
43,"[('0713',)]",0,0.00027539042500336993,0.8018941879272461,
44,"[('0032',)]",0,0.00025079403248418064,0.8019139170646667,
45,"[('0902',)]",0,0.00043664169922282833,0.8017648458480835,
46,"[('0906',)]",0,0.00023303409951715276,0.8019281625747681,
47,"[('0433',)]",0,0.00030229040715426574,0.8018726110458374,
48,"[('0259',)]",0,0.00030006112686551745,0.8018743991851807,
49,"[('0829',)]",0,0.00022545454653540863,0.8019342422485352,
50,"[('0859',)]",0,0.00041687541399592693,0.8017807006835938,
51,"[('0624',)]",0,0.0003316425976227847,0.8018490672111511,
52,"[('0374',)]",0,0.0002802205322956579,0.8018903136253357,
53,"[('0399',)]",0,0.00029857494000635196,0.8018755912780762,
54,"[('0806',)]",0,0.0004025337108049797,0.8017922043800354,
55,"[('0916',)]",1,0.9993652069545633,0.8026245832443237,
56,"[('0151',)]",0,0.000370803621361796,0.8018176555633545,
57,"[('0951',)]",0,0.0002801462229526996,0.8018903732299805,
58,"[('0087',)]",0,0.00027167495785545615,0.8018971681594849,
59,"[('0326',)]",0,0.0003147743767712561,0.8018625974655151,
60,"[('0059',)]",0,0.00035921136386030496,0.8018269538879395,
61,"[('0322',)]",0,0.00020576257065146555,0.8019500374794006,
62,"[('0958',)]",1,0.9959592523780597,0.8053693771362305,
63,"[('0312',)]",0,0.00028296997798511406,0.801888108253479,
64,"[('0231',)]",0,0.0003875975328703663,0.8018041849136353,
65,"[('0699',)]",0,0.00026736501596387615,0.8019006252288818,
66,"[('0873',)]",0,0.00045811709933777,0.8017476201057434,
67,"[('0895',)]",0,0.0003060801836451378,0.8018695712089539,
68,"[('0617',)]",0,0.00038061245463228837,0.8018097877502441,
69,"[('0769',)]",0,0.0004048373004366863,0.8017903566360474,
