,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0006',)]",1,0.9998536150594898,0.8041754364967346,0.8049541711807251
1,"[('0003',)]",0,0.00047042776606114967,0.8036794662475586,
2,"[('0008',)]",1,0.9991056090812526,0.8047775030136108,
3,"[('0001',)]",1,0.9995745277420953,0.8043999671936035,
4,"[('0004',)]",1,0.9997309811849872,0.8042740821838379,
5,"[('0002',)]",1,0.9989796816085277,0.8048789501190186,
6,"[('0005',)]",0,0.0004655351986864198,0.8036834001541138,
7,"[('0009',)]",0,0.0002131232000355823,0.803886353969574,
8,"[('0000',)]",1,0.9996852697887083,0.8043108582496643,
9,"[('0007',)]",1,0.9988863293221937,0.8049541711807251,
