,file_id,hard_prediction,model_prediction,saved_loss,total_loss
0,"[('0591',)]",0,0.002871398526705435,0.8027686476707458,0.8047130107879639
1,"[('0210',)]",1,0.9972100724145273,0.8073327541351318,
2,"[('0627',)]",0,0.0009521724538974474,0.8043137788772583,
3,"[('0296',)]",0,0.0020875831337023813,0.8033996820449829,
4,"[('0366',)]",0,0.0009490629567305326,0.8043162822723389,
5,"[('0200',)]",1,0.9975696300582116,0.8070417642593384,
6,"[('0077',)]",0,0.0022975482281159696,0.8032306432723999,
7,"[('0646',)]",0,0.0010103644723068552,0.8042669296264648,
8,"[('0453',)]",1,0.9935978551773946,0.8102678060531616,
9,"[('0830',)]",0,0.0013538158379572914,0.8039904236793518,
10,"[('0405',)]",0,0.0009149325235412998,0.8043437600135803,
11,"[('0719',)]",1,0.9944542656190605,0.8095700144767761,
12,"[('0086',)]",0,0.0017430952689963068,0.8036770224571228,
13,"[('0348',)]",0,0.0007676756219938288,0.8044623136520386,
14,"[('0134',)]",0,0.001624712269713046,0.8037723302841187,
15,"[('0338',)]",0,0.0009551338797706998,0.8043113946914673,
16,"[('0510',)]",0,0.0008590356101836625,0.8043887615203857,
17,"[('0952',)]",1,0.9967051264133141,0.8077417612075806,
18,"[('0168',)]",0,0.0015531938348740029,0.8038299083709717,
19,"[('0283',)]",0,0.001963647460906772,0.8034994602203369,
20,"[('0937',)]",1,0.9965058496272198,0.8079032897949219,
21,"[('0139',)]",1,0.9960934308162697,0.8082377910614014,
22,"[('0906',)]",0,0.001991484864115344,0.8034770488739014,
23,"[('0923',)]",0,0.000546309037968219,0.804640531539917,
24,"[('0466',)]",1,0.9964940131818671,0.8079128861427307,
25,"[('0801',)]",1,0.9993812230075833,0.8055788278579712,
26,"[('0837',)]",0,0.0025417918270124536,0.8030340075492859,
27,"[('0803',)]",0,0.0023926840342942002,0.8031540513038635,
28,"[('0233',)]",1,0.9960431878556979,0.8082785606384277,
29,"[('0939',)]",1,0.9929477004932536,0.8107983469963074,
30,"[('0611',)]",0,0.0025936908154412003,0.8029922246932983,
31,"[('0052',)]",1,0.9952722565957477,0.8089046478271484,
